
327	NÍNDA×GU4		U+12256	CUNEIFORM SIGN NINDA2 TIMES GUD
328	NÍNDA×ŠID?			(Identification uncertain)
329	NÍNDA×Ú			(Identification uncertain)
330	NÍNDA×Ú+AŠ		U+1225E	CUNEIFORM SIGN NINDA2 TIMES U2 PLUS ASH
331	NÍNDA×ŠE+AŠ		U+1225C	CUNEIFORM SIGN NINDA2 TIMES SHE PLUS ASH
332	NÍNDA×ŠE+AŠ+AŠ		U+1225D	CUNEIFORM SIGN NINDA2 TIMES SHE PLUS ASH PLUS ASH
333	ŠÁM (NÍNDA×ŠE+A+AN)		U+1225B	CUNEIFORM SIGN NINDA2 TIMES SHE PLUS A AN
333	ŠÁM (NÍNDA×ŠE)		U+1225A	CUNEIFORM SIGN NINDA2 TIMES SHE
334	NÍNDA×U			
335	NÍNDA×MAN			
336	ZIG (ZIK; NÍNDA×EŠ)		U+12368	CUNEIFORM SIGN ZIG
337	NÍNDA×ME+KÍD			
(337)	NÍNDA×ME+KÁR		U+12257	CUNEIFORM SIGN NINDA2 TIMES ME PLUS GAN2 TENU
338	GALAM (SUKUD)		U+120F4	CUNEIFORM SIGN GALAM
339	KUM (GUM)		U+12123	CUNEIFORM SIGN GUM
340	GAZ (GAS; KUM×ŠE)		U+12124	CUNEIFORM SIGN GUM TIMES SHE
341	ÚR		U+1232B	CUNEIFORM SIGN UR2
342	ÚR×NUN		U+12330	UR2 TIMES NUN
343	ÚR×AL		U+1232E	CUNEIFORM SIGN UR2 TIMES AL
344	ÚR×Ú		U+12331	CUNEIFORM SIGN UR2 TIMES U2
345	ÚR×Ú+AŠ		U+12332	CUNEIFORM SIGN UR2 TIMES U2 PLUS ASH
346	ÚR×A+ḪA		U+1232C	CUNEIFORM SIGN UR2 TIMES A PLUS HA
347	ÚR×ḪA		U+1232F	CUNEIFORM SIGN UR2 TIMES HA
348	IL (AL×ŠE)		U+1214B	CUNEIFORM SIGN IL
349	IL×KÁR		U+1214C	CUNEIFORM SIGN IL TIMES GAN2 TENU
350	DU		U+1207A	CUNEIFORM SIGN DU
350	LAḪ4 (DU&DU)		U+1207B	CUNEIFORM SIGN DU OVER DU
351	SUḪUŠ (DIR6; DU@g)		U+1207C	CUNEIFORM SIGN DU GUNU
352	KAŠ4 (DIR5; DU@s)		U+1207D	CUNEIFORM SIGN DU SHESHIG
353	ANŠE (GÌR×PA; GÌR×"TAB")		U+12032	CUNEIFORM SIGN ANSHE
353	ANŠE		U+1210F	CUNEIFORM SIGN GIR3 TIMES PA
354	TUM		U+12308	CUNEIFORM SIGN TUM
355	TUM@g, TUM×KÁR			
356	EGIR		U+12095	CUNEIFORM SIGN EGIR
357	IŠ		U+12156	CUNEIFORM SIGN ISH
358	BI		U+12049	CUNEIFORM SIGN BI
359	EŠEMIN5 ("BI")		U+12459	CUNEIFORM SIGN NUMERIC SIGN TWO ESHE3
360	BI×SIG7 (KAŠ×SIG7)		U+1204C	CUNEIFORM SIGN BI TIMES IGI GUNU
361	BI×NÍG (KAŠ×GAR)		U+1204B	CUNEIFORM SIGN BI TIMES GAR
362	ŠIM		U+122C6	CUNEIFORM SIGN SHIM
363	ŠIM×BAL		U+122C8	CUNEIFORM SIGN SHIM TIMES BAL
364	ŠIM×BÚR			
365	ŠIM×MUG		U+122D0	CUNEIFORM SIGN SHIM TIMES MUG
366	ŠIM×DIN		U+122CA	CUNEIFORM SIGN SHIM TIMES DIN
367	ŠIM×BULUG		U+122C9	CUNEIFORM SIGN SHIM TIMES BULUG
368	ŠIM×SIG7		U+122CD	CUNEIFORM SIGN SHIM TIMES IGI GUNU
369	ŠIM×LUL		U+122CF	CUNEIFORM SIGN SHIM TIMES LUL
370	ŠIM×PI			
371	ŠIM×IGI		U+122CC	CUNEIFORM SIGN SHIM TIMES IGI
372	ŠIM×A (DUMGAL)		U+122C7	CUNEIFORM SIGN SHIM TIMES A
373	ŠIM×NÍG (BAPPIR; ŠIM×NINDA)		U+122CB	CUNEIFORM SIGN SHIM TIMES GAR
374	ŠIM×MUNUS (ŠIM×SAL)		U+122D1	CUNEIFORM SIGN SHIM TIMES SAL
375	ŠIM×KÚŠU		U+122CE	CUNEIFORM SIGN SHIM TIMES KUSHU2
376	GISAL (BI.GIŠ, BI.IZ)		U+12110	CUNEIFORM SIGN GISAL
377	BÁNŠUR		U+12143	CUNEIFORM SIGN IDIM OVER IDIM BUR
378	KIB		U+120FA	CUNEIFORM SIGN GAN2 CROSSING GAN2
378	KIB		U+12112	CUNEIFORM SIGN GISH CROSSING GISH
379	GAG (KAK)		U+12195	CUNEIFORM SIGN KAK
380	NI		U+1224C	CUNEIFORM SIGN NI
381	UŠ (NITA)		U+12351	CUNEIFORM SIGN USH
382	UŠ×KÍD		U+12355	CUNEIFORM SIGN USH TIMES TAK4
383	UŠ×KU		U+12353	CUNEIFORM SIGN USH TIMES KU
384	KÀŠ (UŠ×A)		U+12352	CUNEIFORM SIGN USH TIMES A
385	NA4 (NI.UD)			(U+1224C NI plus U+12313 UD)
385 	NA4 (NI.ERIM)			(U+1224C NI plus U+1209F ERIM)
386	DÀG ("NA4")			(U+1224C NI plus U+1209F ERIM)
387	GÁ (MAL)		U+120B7	CUNEIFORM SIGN GA2
388	ŠITA ("GÁ")		U+122D6	CUNEIFORM SIGN SHITA
389	GÁ×AŠ		U+120BD	CUNEIFORM SIGN GA2 TIMES ASH
390	GÁ×ḪAL+LA		U+120D3	CUNEIFORM SIGN GA2 TIMES HAL PLUS LA
391	GÁ×GÍR+SU		U+120D0	CUNEIFORM SIGN GA2 TIMES GIR2 PLUS SU
392	AMA (GÁ×AN)		U+120BC	CUNEIFORM SIGN GA2 TIMES AN
393	GÁ×AN+GAG+A			
394	GÁ×KÍD		U+120E9	CUNEIFORM SIGN GA2 TIMES TAK4
395	GÁ×BAD		U+120BF	CUNEIFORM SIGN GA2 TIMES BAD
396	GÁ×GI		U+120CD	CUNEIFORM SIGN GA2 TIMES GI
397	GANUN (GÁ×NUN)		U+120E0	CUNEIFORM SIGN GA2 TIMES NUN
398	GÁ×KAB		U+120D5	CUNEIFORM SIGN GA2 TIMES HUB2
399	GÁ×EN		U+120C9	CUNEIFORM SIGN GA2 TIMES EN
400	GÁ×BURU14		U+120CA	CUNEIFORM SIGN GA2 TIMES EN TIMES GAN2 TENU
401	GÁ×MUN		U+120C5	CUNEIFORM SIGN GA2 TIMES DIM TIMES SHE
402	GÁ×KÁR		U+120CB	CUNEIFORM SIGN GA2 TIMES GAN2 TENU
403	GÁ×DUB		U+120C6	CUNEIFORM SIGN GA2 TIMES DUB
404	GÁ×SUM		U+120E8	CUNEIFORM SIGN GA2 TIMES SUM
405	GÁ×KASKAL		U+120D9	CUNEIFORM SIGN GA2 TIMES KASKAL
406	GÁ×IŠ+ḪU+AŠ		U+120D7	CUNEIFORM SIGN GA2 TIMES ISH PLUS HU PLUS ASH
407	GÁ×GAG		U+120D8	CUNEIFORM SIGN GA2 TIMES KAK
408	SILA4 (GÁ×PA)		U+120E2	CUNEIFORM SIGN GA2 TIMES PA
409	GÁ×KID+LAL		U+120DB	CUNEIFORM SIGN GA2 TIMES KID PLUS LAL
410	GÁ×ŠID		U+120E7	CUNEIFORM SIGN GA2 TIMES SHID
411	ÙR (GÁ×NIR)		U+120E1	CUNEIFORM SIGN GA2 TIMES NUN OVER NUN
412	GÁ×GI4		U+120CE	CUNEIFORM SIGN GA2 TIMES GI4
413	GÁ×SAR		U+120E4	CUNEIFORM SIGN GA2 TIMES SAR
414	GÁ×ÁŠ+GAL		U+120BE	CUNEIFORM SIGN GA2 TIMES ASH2 PLUS GAL
415	GÁ×BUR+RA		U+120C2	CUNEIFORM SIGN GA2 TIMES BUR PLUS RA
416	GÁ×DA		U+120C3	CUNEIFORM SIGN GA2 TIMES DA
417	GÁ×SIG7		U+120D6	CUNEIFORM SIGN GA2 TIMES IGI GUNU
418	ÉSAG (GÁ×ŠE)		U+120E5	CUNEIFORM SIGN GA2 TIMES SHE
418	ÉSAG (É×ŠE)		U+12092	CUNEIFORM SIGN E2 TIMES SHE
419	GÁ×ŠE+TUR		U+120E6	CUNEIFORM SIGN GA2 TIMES SHE PLUS TUR
420	GÁ×UD		U+120EB	CUNEIFORM SIGN GA2 TIMES UD
421	GÁ×ḪI+LI		U+120D4	CUNEIFORM SIGN GA2 TIMES HI PLUS LI
422	GÁ×U		U+120EA	CUNEIFORM SIGN GA2 TIMES U
423	GÁ×ÁB			(Identification uncertain)
424	ITIMA (GÁ×MI)		U+120DF	CUNEIFORM SIGN GA2 TIMES MI
424	ITIMA (É×MI)		U+12090	CUNEIFORM SIGN E2 TIMES MI
425	GÁ×DI		U+120C4	CUNEIFORM SIGN GA2 TIMES DI
426	GÁ×KUG+AN		U+120DC	CUNEIFORM SIGN GA2 TIMES KU3 PLUS AN
427	MEN (GÁ×ME+EN)		U+120DE	CUNEIFORM SIGN GA2 TIMES ME PLUS EN
428	GÁ×A+DA+ḪA		U+120B8	CUNEIFORM SIGN GA2 TIMES A PLUS DA PLUS HA
428	  	É×A+DA+ḪA		U+120B8	CUNEIFORM SIGN E2 TIMES A PLUS HA PLUS DA
429	GÁ×A+IGI		U+120BA	CUNEIFORM SIGN GA2 TIMES A PLUS IGI
430	GÁ×ḪA+LU+ŠÈ		U+120D1	CUNEIFORM SIGN GA2 TIMES HA PLUS LU PLUS ESH2
431	GALGA (GÁ×NÍG)		U+120CC	CUNEIFORM SIGN GA2 TIMES GAR
431	GALGA (É×NÍG)		U+1208F	CUNEIFORM SIGN E2 TIMES GAR
432	ARḪUŠ (GÁ×MUNUS)		U+120E3	CUNEIFORM SIGN GA2 TIMES SAL
432	ARḪUŠ (É×MUNUS)		U+12091	CUNEIFORM SIGN E2 TIMES SAL
433	GÁ×EL+LA		U+120C8	CUNEIFORM SIGN GA2 TIMES EL PLUS LA
434	ŠÍTA ("GÁ.GIŠ")			(U+122D6 SHITA plus U+12111 GISH)
435	KISAL		U+121A6	CUNEIFORM SIGN KISAL
436	(ligature ì+giš)			
437	IR (GAG@g)		U+12155	CUNEIFORM SIGN IR
438	DAG (PÀR)		U+12056	CUNEIFORM SIGN DAG
439	DAG.KISIM5			(U+12056 DAG plus U+121A8 KISIM5)
440	KIŠI8 (DAG.KISIM5×GÍR(@g?))		U+1205E	CUNEIFORM SIGN DAG KISIM5 TIMES GIR2
441	DAG.KISIM5×LA		U+12064	CUNEIFORM SIGN DAG KISIM5 TIMES LA
442	DAG.KISIM5×BÙLUG/MUNU4		U+12069	CUNEIFORM SIGN DAG KISIM5 TIMES PAP PLUS PAP
443	DAG.KISIM5×KÍD		U+1206B	CUNEIFORM SIGN DAG KISIM5 TIMES TAK4
444	DAG.KISIM5×GI		U+1205D	CUNEIFORM SIGN DAG KISIM5 TIMES GI
445	DAG.KISIM5×SI		U+1206A	CUNEIFORM SIGN DAG KISIM5 TIMES SI
446	DAG.KISIM5×NE		U+12068	CUNEIFORM SIGN DAG KISIM5 TIMES NE
447	DAG.KISIM5×BI		U+1205A	CUNEIFORM SIGN DAG KISIM5 TIMES BI
448	DAG.KISIM5×GAG		U+12063	CUNEIFORM SIGN DAG KISIM5 TIMES KAK
449	UTUA (DAG.KISIM5×UŠ)		U+1206D	CUNEIFORM SIGN DAG KISIM5 TIMES USH
45	ÙBUR (DAG.KISIM5×"IR")		U+12061	CUNEIFORM SIGN DAG KISIM5 TIMES IR
451	UBUR4 (DAG.KISIM5×"IR"+LU)		U+12062	CUNEIFORM SIGN DAG KISIM5 TIMES IR PLUS LU
452	UTUL5 (DAG.KISIM5×GU4)		U+1205F	CUNEIFORM SIGN DAG KISIM5 TIMES GUD
453	KIŠI9 (DAG.KISIM5×Ú+GÍR(@g?))		U+1206C	CUNEIFORM SIGN DAG KISIM5 TIMES U2 PLUS GIR2
454	DAG.KISIM5×Ú+MAŠ or DAG.KISIM5×Ú+BAR			(Hittite)
455	UBUR (DAG.KISIM5×GA)		U+1205B	CUNEIFORM SIGN DAG KISIM5 TIMES GA
456	DAG.KISIM5×DÉ? or DAG.KISIM5×MÚRU?			
457	DAG.KISIM5×DÚB or DAG.KISIM5×BALAG		U+12059	CUNEIFORM SIGN DAG KISIM5 TIMES BALAG
458	DAG.KISIM5×AMAR		U+12058	CUNEIFORM SIGN DAG KISIM5 TIMES AMAR
459	ÚBUR (DAG.KISIM5×LU)		U+12065	CUNEIFORM SIGN DAG KISIM5 TIMES LU
460	AMAŠ (DAG.KISIM5×LU+MÁŠ)		U+12066	CUNEIFORM SIGN DAG KISIM5 TIMES LU PLUS MASH2
461	DAG.KISIM5×A+MAŠ		U+12057	CUNEIFORM SIGN DAG KISIM5 TIMES A PLUS MASH
462	DAG.KISIM5×ḪA		U+12060	CUNEIFORM SIGN DAG KISIM5 TIMES HA
463	DAG.KISIM5×LUM		U+12067	CUNEIFORM SIGN DAG KISIM5 TIMES LUM
464	PA		U+1227A	CUNEIFORM SIGN PA
465	BANMIN ("PA")		U+12450	CUNEIFORM SIGN NUMERIC SIGN TWO BAN2
466	ŠAB (PA.IB)			(U+1227A PA plus U+12141 IB)
467	NUSKA (PA.TÚG)			(U+1227A  PA plus U+12306 TUG2)
468	SIPA (PA.LU)			(U+1227A PA plus U+121FB LU)
469	GIŠ (GEŠ)		U+12111	CUNEIFORM SIGN GISH
470	GUR17 (GIŠ@t)		U+12115	CUNEIFORM SIGN GISH TENU
471	GIŠ×BAD		U+12113	CUNEIFORM SIGN GISH TIMES BAD
472	GU4 (GUD)		U+1211E	CUNEIFORM SIGN GUD
473	GU4×KASKAL			
474	AL		U+12020	CUNEIFORM SIGN AL
475	AL×KÍD?		U+12025	CUNEIFORM SIGN AL TIMES KAD3
476	AL×UŠ		U+12028	CUNEIFORM SIGN AL TIMES USH
477	AL×GIŠ		U+12023	CUNEIFORM SIGN AL TIMES GISH
478	AL×AL		U+12021	CUNEIFORM SIGN AL TIMES AL
479	AL×ŠE		U+12027	CUNEIFORM SIGN AL TIMES SHE
480	AL×GIM		U+12022	CUNEIFORM SIGN AL TIMES DIM2
481	AL×KI		U+12026	CUNEIFORM SIGN AL TIMES KI
482	AL×ḪA		U+12024	CUNEIFORM SIGN AL TIMES HA
483	MAR		U+12225	CUNEIFORM SIGN MAR
484	KID (LÍL)		U+121A4	CUNEIFORM SIGN KID
485	ŠID (LAG)		U+122C3	CUNEIFORM SIGN SHID
(485)	SAG5		U+12260	CUNEIFORM SIGN NISAG
486	MES (RID)		U+12229	CUNEIFORM SIGN MES
487	ŠID×IM		U+122C5	CUNEIFORM SIGN SHID TIMES IM
488	MES×ME or UM×ME			
489	ÚMBISAG (ŠID×A)		U+122C4	CUNEIFORM SIGN SHID TIMES A
490	Ú		U+12311	CUNEIFORM SIGN U2
491	GA		U+120B5	CUNEIFORM SIGN GA
492	GA@g		U+120B6	CUNEIFORM SIGN GA GUNU
493	ÍL (GA.GÍN)		U+1214D	CUNEIFORM SIGN IL2
494	LUḪ		U+1221B	CUNEIFORM SIGN LUH
495	É		U+1208D	CUNEIFORM SIGN E2
496	KAL		U+12197	CUNEIFORM SIGN KAL
(496)	GURUŠ		U+12128	CUNEIFORM SIGN GURUSH
496	KAL%KAL		U+12199	CUNEIFORM SIGN KAL CROSSING KAL
497	ALAD (KAL×BAD)		U+12198	CUNEIFORM SIGN KAL TIMES BAD
498	E		U+1208A	CUNEIFORM SIGN E
498	E&E.NUN&NUN		U+1208C	CUNEIFORM SIGN E OVER E NUN OVER NUN
499	DUG (BI×A)		U+12081	CUNEIFORM SIGN DUG
499	DUG (BI×A)		U+1204A	CUNEIFORM SIGN BI TIMES A
500	KALAM		U+12326	CUNEIFORM SIGN UN
501	UN		U+12326	CUNEIFORM SIGN UN
502	NIR (NUN&NUN)		U+1226A	CUNEIFORM SIGN NUN OVER NUN
503	GURUN		U+12127	CUNEIFORM SIGN GURUN
504	UB		U+12312	CUNEIFORM SIGN UB
505	EŠ16 (AŠ&AŠ&AŠ)		U+1203C	CUNEIFORM SIGN ASH OVER ASH OVER ASH
505	EŠ16 (AŠ&AŠ&AŠ)		U+1243A	CUNEIFORM NUMERIC SIGN THREE VARIANT FORM ESH16
506	LIMMU4		U+1243D	CUNEIFORM NUMERIC SIGN FOUR VARIANT FORM LIMMU4
507	GI4 (GI@g)		U+12104	CUNEIFORM SIGN GI4
508	GIGI (GI4%GI4)		U+12106	CUNEIFORM SIGN GI4 CROSSING GI4
508	GIGI (GI4&GI4)		U+12105	CUNEIFORM SIGN GI4 OVER GI4
509	ÚSAN (GÚ@g)		U+1211D	CUNEIFORM SIGN GU2 GUNU
510	ÚSAN.GAG			(U+1211D GU2 GUNU plus U+12195 KAK)
511	RA		U+1228F	CUNEIFORM SIGN RA
512	DÙL (SAG@g)		U+122A8	CUNEIFORM SIGN SAG GUNU
513	IA9 (EŠ16.TAB)			(U+1203C ASH OVER ASH OVER ASH plus U+122F0 TAB)
513	IA9 (EŠ16.TAB)			(U+1243A THREE VARIANT FORM ESH16 plus U+122F0 TAB)
514	LÚ		U+121FD	THREE VARIANT FORM ESH16 LU2
514	LÚ%LÚ		U+12212	CUNEIFORM SIGN LU2 CROSSING LU2
514	LÚ@LÚ		U+12213	CUNEIFORM SIGN LU2 OPPOSING LU2
514	4×LÚ		U+12214	CUNEIFORM SIGN LU2 SQUARED
515	LÚ@t		U+12211	CUNEIFORM SIGN LU2 TENU
516	LÚ@s ("LÚ.GAM")		U+12215	CUNEIFORM SIGN LU2 SHESHIG
517	LÚ×BAD		U+121FF	CUNEIFORM SIGN LU2 TIMES BAD
518	LÚ@s×BAD ("LÚ×BAD.GAM")			
519	LÚ×KÁD		U+12205	CUNEIFORM SIGN LU2 TIMES KAD2
520	LÚ×KÍD?		U+12206	CUNEIFORM SIGN LU2 TIMES KAD3
521	LÚ×KÁR (LU×GÁN@t)		U+12202	CUNEIFORM SIGN LU2 TIMES GAN2 TENU
522	LÚ×NE		U+1220C	CUNEIFORM SIGN LU2 TIMES NE
523	LÚ×AL		U+121FE	CUNEIFORM SIGN LU2 TIMES AL
524	LÚ×ŠU			
525	LÚ×KAM		U+12203	CUNEIFORM SIGN LU2 TIMES HI TIMES BAD
526	LÚ×IM		U+12204	CUNEIFORM SIGN LU2 TIMES IM
527	LÚ×KI		U+12208	CUNEIFORM SIGN LU2 TIMES KI
527'	LÚ×ME+EN		U+1220B	CUNEIFORM SIGN LU2 TIMES ME PLUS EN
528	LÚ×LAGAB		U+1220A	CUNEIFORM SIGN LU2 TIMES LAGAB
529	LÚ×KU			
530	LÚ×TÚG		U+12210	CUNEIFORM SIGN LU2 TIMES TUG2
530	LÚ×ŠÈ		U+12200	CUNEIFORM SIGN LU2 TIMES ESH2
531	LÚ×ŠÈ@t		U+12201	CUNEIFORM SIGN LU2 TIMES ESH2 TENU
532	LÚ×ŠÈ+LAL			
533	LÚ×SÍG+BU		U+1220F	CUNEIFORM SIGN LU2 TIMES SIK2 PLUS BU
535	ŠEŠ		U+122C0	CUNEIFORM SIGN SHESH
535	URI3		U+12336	CUNEIFORM SIGN URI3
536	AŠ9 (EŠ16.EŠ16)		U+12440	CUNEIFORM NUMERIC SIGN SIX VARIANT FORM ASH9
537	ÌMIN (EŠ16.EŠ16.AŠ)		U+12441	CUNEIFORM NUMERIC SIGN SEVEN VARIANT FORM IMIN3
538	ÙSSU (EŠ16.EŠ16.TAB)		U+12445	CUNEIFORM NUMERIC SIGN EIGHT VARIANT FORM USSU3
539	ÌLIMMU (EŠ16.EŠ16.EŠ16)		U+12447	CUNEIFORM NUMERIC SIGN NINE VARIANT FORM ILIMMU3
540	ZAG		U+12360	CUNEIFORM SIGN ZAG
541	SAR		U+122AC	CUNEIFORM SIGN SAR
542	UD@g		U+12319	CUNEIFORM SIGN UD GUNU
543	GÀR (QAR)		U+120FC	CUNEIFORM SIGN GAR3
544	LIL		U+121F8	CUNEIFORM SIGN LIL
545	MÚRU (MURUB4, NISAG; ITI@g)		U+12318	CUNEIFORM SIGN UD TIMES U PLUS U PLUS U GUNU
546	SAG5		U+12260	CUNEIFORM SIGN NISAG (= Borger sign (485))
547	DÉ (SIMUG)		U+12323	CUNEIFORM SIGN UMUM
548	ÁŠ 		U+1203E	CUNEIFORM SIGN ASH2
548	ZÍZ		U+12369	CUNEIFORM SIGN ZIZ2
549	BANEŠ ("ÁŠ")		U+12451	CUNEIFORM NUMERIC SIGN THREE BAN2
550	BANLIMMU ("ÁŠ.U")		U+12452	CUNEIFORM NUMERIC SIGN FOUR BAN2
550	BANLIMMU ("ÁŠ.U")		U+12453	CUNEIFORM SIGN NUMERIC SIGN FOUR BAN2 VARIANT FORM
551	BANIA ("ÁŠ. U&U")		U+12454	CUNEIFORM NUMERIC SIGN FIVE BAN2
551	BANIA ("ÁŠ. U&U)		U+12455	CUNEIFORM NUMERIC SIGN FIVE BAN2 VARIANT FORM
552	MA		U+12220	CUNEIFORM SIGN MA
553	GAL		U+120F2	CUNEIFORM SIGN GAL
553	GAL.KINDA		U+120F3	CUNEIFORM SIGN GAL GAD OVER GAD GAR OVER GAR
554	BÁRA		U+12048	CUNEIFORM SIGN BARA2
555	GÚG (LÙ; ŠÈ@g)		U+12216	CUNEIFORM SIGN LU3
556	MIR (NIMGIR)		U+12086	CUNEIFORM SIGN DUN3 GUNU
556	MIR (NIMGIR)		U+12087	CUNEIFORM SIGN DUN3 GUNU GUNU
557	DUN4 (UR@g@s; MIR@s)		U+12088	CUNEIFORM SIGN DUN4
558	GIR (PEŠ; PIŠ; ḪA@g)		U+1212B	CUNEIFORM SIGN HA GUNU
559	BUR (NÍG@g)		U+12053	CUNEIFORM SIGN BUR
560	Á (ID)		U+12009	CUNEIFORM SIGN A2
561	DA		U+12055	CUNEIFORM SIGN DA
562	GAŠAN (U@g)		U+120FD	CUNEIFORM SIGN GASHAN
563	U@g, BÙR@g		U+12434	CUNEIFORM SIGN NUMERIC SIGN ONE BURU
564	SIG7 (IGI@g)		U+1214A	CUNEIFORM SIGN IGI GUNU
565	DÚB		U+12080	CUNEIFORM SIGN DUB2
566	BALAG		U+12046	CUNEIFORM SIGN BALAG
566	ŠA		U+122AD	CUNEIFORM SIGN SHA
567	ŠU		U+122D7	CUNEIFORM SIGN SHU
568	KAD4		U+12192	CUNEIFORM SIGN KAD4
569	KAD5		U+12193	CUNEIFORM SIGN KAD5
570	LUL (NAR)		U+1221C	CUNEIFORM SIGN LUL
571	SA6 (GIŠIMMAR; ŠAG5)		U+122B7	CUNEIFORM SIGN SHA6
572	BÌŠEBA (GU4&GU4.LUGAL)		U+12121	CUNEIFORM SIGN GUD OVER GUD LUGAL
573	ALAM (GU4&GU4.NA)		U+12029	CUNEIFORM SIGN ALAN
574	URI (BUR&BUR)		U+12335	CUNEIFORM SIGN URI
575	GE23 (DIŠ@t)		U+12039	CUNEIFORM SIGN ASH ZIDA TENU
576	GAM		U+120F5	CUNEIFORM SIGN GAM
576			U+12472	CUNEIFORM PUNCTUATION SIGN DIAGONAL COLON
577	ILIMMU4 (3×GE23)		U+12448	CUNEIFORM NUMERIC SIGN VARIANT FORM ILIMMU4
577			U+12473	CUNEIFORM PUNCTUATION SIGN DIAGONAL TRICOLON
578	KUR		U+121B3	CUNEIFORM SIGN KUR
578	KUR.KURinversum		U+121B4	CUNEIFORM SIGN KUR OPPOSING KUR
579	ŠE		U+122BA	CUNEIFORM SIGN SHE
580	BU (GÍD)		U+1204D	CUNEIFORM SIGN BU
581	BU%BU		U+12050	CUNEIFORM SIGN BU CROSSING BU
582	SIRSIR (BU&BU +AB)		U+1204E	CUNEIFORM SIGN BU OVER BU AB
583	UZ (US)			(U+122BA SHE plus U+12137 HU)
584	SUD (ŠUD; BU@g)		U+122E4	CUNEIFORM SIGN SUD
585	MUŠ		U+12232	CUNEIFORM SIGN MUSH
(585)	UTUKI (KÚR.IR.GÍDIM)		U+12359	CUNEIFORM SIGN UTUKI
586	RI8 (MUŠ&MUŠ; MUŠ%MUŠ)		U+12236	CUNEIFORM SIGN MUSH OVER MUSH
586	RI8 (MUŠ%MUŠ)		U+12238	CUNEIFORM SIGN MUSH CROSSING MUSH
586	RI8 (MUŠ&MUŠ×A+NA)		U+12237	CUNEIFORM SIGN MUSH OVER MUSH TIMES A PLUS NA
587	TIR		U+12301	CUNEIFORM SIGN TIR
587	NINNI5 (TIR&TIR)		U+12303	CUNEIFORM SIGN TIR OVER TIR
588	TIR&TIR.GAD&GAD.NÍG&NÍG		U+12304	CUNEIFORM SIGN TIR OVER TIR GAD OVER GAD GAR OVER GAR
588	ŠE&ŠE.GAD&GAD.NÍG&NÍG		U+122BC	CUNEIFORM SIGN SHE OVER SHE GAD OVER GAD GAR OVER GAR
588	ŠE&ŠE.TAB&TAB.NÍG&NÍG		U+122BD	CUNEIFORM SIGN SHE OVER SHE TAB OVER TAB GAR OVER GAR
588	U&U.SUR&SUR		U+1230F	CUNEIFORM SIGN U OVER U SUR OVER SUR
588	U&U.PA&PA.NÍG&NÍG		U+1230E	CUNEIFORM SIGN U OVER U PA OVER PA GAR OVER GAR
589	TE		U+122FC	CUNEIFORM SIGN TE
590	KAR (TE.A)			(U+122FC TE plus U+12000 A)
591	LIŠ (DÍLIM)		U+121FA	CUNEIFORM SIGN LISH
592			U+12471	CUNEIFORM PUNCTUATION SIGN VERTICAL COLON
593			U+1244A	CUNEIFORM NUMERIC SIGN TWO ASH TENU
594			U+12462	CUNEIFORM NUMERIC SIGN OLD ASSYRIAN ONE QUARTER
595	KAM (ḪI×BAD)		U+1219A	CUNEIFORM SIGN KAM2
596	UD (BABBAR)		U+12313	CUNEIFORM SIGN UD
597	ÍTIMA (UD×MI)		U+12316	CUNEIFORM SIGN UD TIMES MI
598	PI		U+1227F	CUNEIFORM SIGN PI
598	PI%PI		U+12289	CUNEIFORM SIGN PI CROSSING PI
(598)	PI×AB		U+12281	CUNEIFORM SIGN PI TIMES AB
(598)	PI×I		U+12285	CUNEIFORM SIGN PI TIMES I
(598)	PI×BI		U+12282	CUNEIFORM SIGN PI TIMES BI
(598)	PI×Ú		U+12289	CUNEIFORM SIGN PI TIMES U2
(598)	PI×E		U+12284	CUNEIFORM SIGN PI TIMES E
(598)	PI×BU		U+12283	CUNEIFORM SIGN PI TIMES BU
(598)	PI×U		U+12287	CUNEIFORM SIGN PI TIMES U
(598)	PI×IB		U+12286	CUNEIFORM SIGN PI TIMES IB
(598)	PI×A		U+12280	CUNEIFORM SIGN PI TIMES A
599	ŠÀ (ŠAG4)		U+122AE	CUNEIFORM SIGN SHA3
600	ŠÀ×BAD		U+122B0	CUNEIFORM SIGN SHA3 TIMES BAD
601	ŠÀ×TUR		U+122B4	CUNEIFORM SIGN SHA3 TIMES TUR
602	ŠÀ×NE		U+122B2	CUNEIFORM SIGN SHA3 TIMES NE
603	ŠÀ×GIŠ		U+122B1	CUNEIFORM SIGN SHA3 TIMES GISH
604	ŠÀ×UD			
605	ŠÀ×U		U+122B5	CUNEIFORM SIGN SHA3 TIMES U
606	BIR6 (ŠÀ×U+A)		U+122B6	CUNEIFORM SIGN SHA3 TIMES U PLUS A
607	ŠÀ×MI			(Identification uncertain)
608	PEŠ4 (ŠÀ×A)		U+122AF	CUNEIFORM SIGN SHA3 TIMES A
609	ŠÀ×ŠÚ		U+122B3	CUNEIFORM SIGN SHA3 TIMES SHU2
610	UD.MUNUS.ḪÚB			(U+12313 UD plus U+122A9 SAL plus U+12138 HUB2)
611	ÚḪ (UD.KÚŠU)		U+12314	CUNEIFORM SIGN UD KUSHU2
612	ERIM (ZÁLAG)		U+1209F	CUNEIFORM SIGN ERIN2
613	PÍR		U+1209F 	CUNEIFORM SIGN ERIN2
614	NUNUZ		U+1226D	CUNEIFORM SIGN NUNUZ
